MeasurementRun,Coments,BeamSize,AcceleratingVoltage,BeamCurrent,StandardID,n,SiO2,SD_SiO2,RSD_SiO2,TiO2,SD_TiO2,RSD_TiO2,Al2O3,SD_Al2O3,RSD_Al2O3,Fe2O3T,SD_Fe2O3T,FeOT,SD_FeOT,RSD_FeOT,MnO,SD_MnO,RSD_MnO,MgO,SD_MgO,RSD_MgO,CaO,SD_CaO,RSD_CaO,Na2O,SD_Na2O,RSD_Na2O,K2O,SD_K2O,RSD_K2O,P2O5,SD_P2O5,RSD_P2O5,Cl,SD_Cl,RSD_Cl,Total,SD1_Total,Rb,SD_Rb,RSD_Rb,Sr,SD_Sr,RSD_Sr,Y,SD_Y,RSD_Y,Zr,SD_Zr,RSD_Zr,Nb,SD_Nb,RSD_Nb,Cs,SD_Cs,RSD_Cs,Ba,SD_Ba,RSD_Ba,La,SD_La,RSD_La,Ce,SD_Ce,RSD_Ce,Pr,SD_Pr,RSD_Pr,Nd,SD_Nd,RSD_Nd,Sm,SD_Sm,RSD_Sm,Eu,SD_Eu,RSD_Eu,Gd,SD_Gd,RSD_Gd,Tb,SD_Tb,RSD_Tb,Dy,SD_Dy,RSD_Dy,Ho,SD_Ho,RSD_Ho,Er,SD_Er,RSD_Er,Tm,SD_Tm,RSD_Tm,Yb,SD_Yb,RSD_Yb,Lu,SD_Lu,RSD_Lu,Hf,SD_Hf,RSD_Hf,Ta,SD_Ta,RSD_Ta,Pb,SD_Pb,RSD_Pb,Th,SD_Th,RSD_Th,U,SD_U,RSD_U
140214,,10,15,6,ATHO-G,6,75.37331667,0.41669608,0.55,0.25465,0.02557035,10.04,12.36903333,0.10362067,0.84,,,3.34861667,0.07100841,2.12,0.09868333,0.05091606,51.6,0.10028333,0.01504,15,1.71693333,0.03180633,1.85,3.9748,0.67595117,17.01,2.70776667,0.03733174,1.38,0.03176667,0.01624016,51.12,,,,100.0201,0.74166083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140214,,10,15,6,GOR128-G,6,46.45991667,0.29126793,0.63,0.27551667,0.01702556,6.18,9.97195,0.04721931,0.47,,,9.88546667,0.30131378,3.05,0.18518333,0.06139314,33.15,25.59546667,0.12775352,0.5,6.25453333,0.05906524,0.94,0.51885,0.04423839,8.53,0.0486,0.00913805,18.8,0.02876667,0.01363241,47.39,,,,99.2324,0.31344474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140214,,10,15,6,StHs6/80-G,6,63.71038333,0.27559186,0.43,0.69716667,0.02810841,4.03,17.49828333,0.10296831,0.59,,,4.21476667,0.13267739,3.15,0.06611667,0.03515073,53.16,1.94286667,0.0210367,1.08,5.261,0.025571,0.49,4.54445,0.18798595,4.14,1.31351667,0.04044673,3.08,0.13853333,0.01934783,13.97,,,,99.39786667,0.38260401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190115,,10,15,6,ATHO-G,10,74.77,0.24,0.32,0.26,0.04,13.58,12.17,0.09,0.75,,,3.32,0.08,2.27,0.11,0.03,22.51,0.07,0.05,64.05,1.69,0.05,2.85,4.29,0.14,3.17,2.73,0.06,2.17,0.02,0.02,92.8,,,,99.42,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190115,,10,15,6,ML3B-G,10,51.2,0.17,0.34,2.16,0.06,2.95,13.59,0.11,0.77,,,11.14,0.24,2.13,0.17,0.04,21.69,6.54,0.13,1.91,10.58,0.1,0.99,2.36,0.14,6.12,0.4,0.03,6.67,0.23,0.03,14.36,,,,98.38,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190115,,10,15,6,StHs6/80-G,10,63.01,0.17,0.27,0.72,0.04,6.28,17.5,0.09,0.53,,,4.43,0.07,1.62,0.07,0.04,53.53,1.94,0.04,2.29,5.3,0.05,0.95,4.75,0.27,5.72,1.31,0.05,3.46,0.15,0.03,16.82,,,,99.18,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190314,,5,15,4,ATHO-G,14,75.23771429,0.54851764,0.73,0.24114286,0.0471297,19.54,12.13885714,0.13518811,1.11,,,3.24242857,0.23838938,7.35,0.10628571,0.0461743,43.44,0.10164286,0.02320016,22.83,1.71335714,0.04318406,2.52,3.15464286,0.38165502,12.1,2.67021429,0.05596864,2.1,0.02878571,0.02043819,71,,,,98.66214286,0.75467037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190314,,5,15,4,KL2-G,14,50.63707143,0.2722664,0.54,2.56892857,0.06365588,2.48,13.41735714,0.16355127,1.22,,,10.81607143,0.43096858,3.98,0.18192857,0.07083835,38.94,7.413,0.10165931,1.37,10.95092857,0.16471349,1.5,2.3415,0.06557409,2.8,0.50135714,0.02297694,4.58,0.25792857,0.03091543,11.99,,,,99.09292857,0.59901271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190314,,5,15,4,StHs6/80-G,13,63.71076923,0.35993591,0.56,0.70576923,0.03460528,4.9,17.64261538,0.1868103,1.06,,,4.41315385,0.27442754,6.22,0.05753846,0.05718481,99.39,2.00553846,0.05188548,2.59,5.26253846,0.09918049,1.88,4.21269231,0.2363833,5.61,1.29515385,0.06303418,4.87,0.16184615,0.03078378,19.02,,,,99.48007692,0.72040931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190816,,10,15,6,ATHO-G,11,75.13316486,0.43783249,0.58,0.24978919,0.0345925,13.85,12.2976,0.10789604,0.88,,,3.16593514,0.15281284,4.83,0.10807838,0.04154511,38.44,0.09072973,0.01858699,20.49,1.70731081,0.04958359,2.9,4.15155676,0.10976595,2.64,2.70971351,0.07874914,2.91,0.02225676,0.01817047,81.64,,,,99.95636364,0.49909223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190816,,10,15,6,GOR132-G,11,45.68504865,0.2463947,0.54,0.30267838,0.02632858,8.7,10.98941081,0.11292274,1.03,,,10.25227297,0.28372604,2.77,0.15197568,0.03830998,25.21,22.12090811,0.17508283,0.79,8.58625135,0.0944639,1.1,0.80075135,0.05896796,7.36,0.0290973,0.01638259,56.3,0.03966486,0.02034624,51.3,,,,98.89776364,0.40972601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190816,,10,15,6,StHs6/80-G,11,63.56701351,0.39183432,0.62,0.71326757,0.03834413,5.38,17.64673784,0.21188083,1.2,,,4.39873784,0.13222162,3.01,0.06967027,0.0387955,55.68,1.93322703,0.05351998,2.77,5.33496757,0.06933039,1.3,4.5429027,0.13404368,2.95,1.33175135,0.05448544,4.09,0.12621892,0.04020613,31.85,,,,99.50397273,0.52437354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200115,,10,15,6,ATHO-G,18,74.49477778,0.76959685,1.03,0.24506667,0.04726018,19.28,12.09308333,0.13533183,1.12,,,3.24492778,0.12559879,3.87,0.08997222,0.03185284,35.4,0.09857222,0.03601795,36.54,1.68567778,0.04944816,2.93,4.10811667,0.37550006,9.14,2.74103889,0.04074488,1.49,0.01756667,0.01543731,87.88,,,,98.8188,0.81186703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200115,,10,15,6,ML3B-G,18,51.13,0.46,0.91,2.13,0.05,2.57,13.43,0.13,0.97,,,10.98,0.29,2.69,0.17,0.02,14.22,6.75,0.09,1.3,10.48,0.11,1.08,2.37,0.13,5.37,0.39,0.02,6.03,0.23,0.04,16.99,,,,98.04,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200115,,10,15,6,StHs6/80-G,18,63.62,0.54,0.85,0.72,0.04,6,17.39,0.16,0.94,,,4.43,0.12,2.69,0.07,0.03,42.14,1.97,0.06,2.84,5.21,0.09,1.77,4.58,0.2,4.37,1.31,0.04,3.1,0.08,0.03,40.6,,,,99.4,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200314,,5,15,4,ATHO-G,14,76.05907143,0.7029571,0.92,0.22457143,0.03690677,16.43,12.22864286,0.15813899,1.29,,,3.21071429,0.2512386,7.83,0.1035,0.05625594,54.35,0.09692857,0.01888615,19.48,1.71228571,0.03509422,2.05,2.89742857,0.20075424,6.93,2.71928571,0.03417248,1.26,0.03207143,0.01980856,61.76,,,,99.317,1.25201872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200314,,5,15,4,KL2-G,12,51.191,0.37245646,0.73,2.531,0.07877471,3.11,13.52416667,0.16252879,1.2,,,10.81541667,0.34738961,3.21,0.12558333,0.09991766,79.56,7.05358333,0.10349568,1.47,10.98941667,0.1237567,1.13,2.22908333,0.07284536,3.27,0.5115,0.0417732,8.17,0.24383333,0.0313422,12.85,,,,99.22741667,0.74369122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200314,,5,15,4,StHs6/80-G,13,64.16525,0.50866476,0.79,0.68975,0.05443783,7.89,17.75975,0.18360735,1.03,,,4.35941667,0.14021831,3.22,0.062,0.05184593,83.62,1.91483333,0.04697936,2.45,5.30333333,0.06642608,1.25,4.04841667,0.09149213,2.26,1.32791667,0.0299923,2.26,0.15233333,0.02087771,13.71,,,,99.79658333,1.1413458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200318,,10,15,6,ATHO-G,10,75.7064,0.2344,0.31,0.2505,0.0357,14.25,12.2764,0.1164,0.95,,,3.1738,0.0966,3.04,0.1053,0.0625,59.35,0.0969,0.0125,12.9,1.6798,0.0321,1.91,4.2159,0.1123,2.66,2.749,0.0673,2.45,0.0267,0.0181,67.79,,,,100.31201,0.41401431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200318,,10,15,6,GOR132-G,10,45.6729,0.3073,0.67,0.3118,0.0171,5.48,10.8784,0.0577,0.53,,,10.2999,0.1855,1.8,0.1852,0.0466,25.16,22.6182,0.157,0.69,8.44,0.083,0.98,0.7814,0.0416,5.32,0.0292,0.0098,33.56,0.0573,0.0189,32.98,,,,99.28097,0.51113271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200318,,10,15,6,StHs6/80-G,10,63.7044,0.5693,0.89,0.7297,0.0326,4.47,17.6681,0.2441,1.38,,,4.3346,0.0997,2.3,0.0975,0.0539,55.28,2.0134,0.0405,2.01,5.2426,0.0413,0.79,4.5581,0.1251,2.74,1.3304,0.0344,2.59,0.1681,0.0199,11.84,,,,99.8656,0.89205781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210114,,10,15,6,ATHO-G,3,75.07866667,0.30050268,0.4,0.23543333,0.02285636,9.71,12.59426667,0.09137102,0.73,,,3.30123333,0.0862696,2.61,0.1078,0.01862767,17.28,0.08083333,0.02088692,25.84,1.79106667,0.03989603,2.23,4.25616667,0.12061966,2.83,2.79996667,0.00430968,0.15,0.00666667,0.01154701,173.21,,,,100.3127333,44.60651909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210114,,10,15,6,GOR128-G,7,46.26554286,0.19699548,0.43,0.29327143,0.02573478,8.78,10.14958571,0.11636287,1.15,,,10.01838571,0.181124,1.81,0.18488571,0.06421629,34.73,25.6208,0.16800786,0.66,6.25402857,0.10373122,1.66,0.56867143,0.05894748,10.37,0.04157143,0.01095897,26.36,0.0236,0.02747308,116.41,,,,99.42337143,0.35164235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210114,,10,15,6,StHs6/80-G,7,63.42157143,0.23391289,0.37,0.7221,0.02494013,3.45,17.99928571,0.10606126,0.59,,,4.45555714,0.09484988,2.13,0.06717143,0.03566248,53.09,1.96031429,0.04052297,2.07,5.23754286,0.09210738,1.76,4.36211429,0.52426414,12.02,1.32318571,0.05812935,4.39,0.13545714,0.01560137,11.52,,,,99.69201429,0.82117709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210314,,5,15,4,ATHO-G,29,75.38658621,0.97448113,1.29,0.24103448,0.04599261,19.08,12.12586207,0.23940428,1.97,,,3.19527586,0.14447785,4.52,0.10513793,0.07691959,73.16,0.10082759,0.018557,18.4,1.71327586,0.05184585,3.03,2.93434483,0.11600532,3.95,2.72968966,0.05250721,1.92,0.03927586,0.02317464,59,,,,98.60837931,1.27942666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210314,,5,15,4,KL2-G,27,50.76111111,0.76702313,1.51,2.4327037,0.13438487,5.52,13.46951852,0.17186832,1.28,,,10.72148148,0.35649721,3.33,0.15533333,0.08133785,52.36,7.03318519,0.13222302,1.88,11.01133333,0.1462703,1.33,2.21437037,0.08689965,3.92,0.50151852,0.03801151,7.58,0.24996296,0.03625601,14.5,,,,98.55885185,1.3236322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210314,,5,15,4,StHs6/80-G,28,63.59457143,0.81585358,1.28,0.65642857,0.06595926,10.05,17.59035714,0.23580661,1.34,,,4.31157143,0.21030321,4.88,0.10135714,0.06063199,59.82,1.87539286,0.04399103,2.35,5.33439286,0.0771316,1.45,4.01089286,0.14523629,3.62,1.30317857,0.05424024,4.16,0.15142857,0.02668253,17.62,,,,98.94064286,1.15094414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211013,,10,15,6,ATHO-G,5,75.04326,0.19305565,0.26,0.24156,0.02156057,8.93,12.5024,0.10798419,0.86,,,3.16266,0.14659877,4.64,0.10276,0.04282246,41.67,0.09724,0.01638331,16.85,1.68434,0.0535438,3.18,4.07066,0.09739565,2.39,2.75334,0.06235313,2.26,0.02272,0.01758642,77.4,,,,99.72434,0.32963855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211013,,10,15,6,GOR132-G,5,45.33688,0.20668409,0.46,0.3265,0.01675843,5.13,10.9629,0.06394771,0.58,,,9.90402,0.17531183,1.77,0.14808,0.01929591,13.03,22.02844,0.10746612,0.49,8.42714,0.0920506,1.09,0.79904,0.09353554,11.71,0.02454,0.01174598,47.86,0.02794,0.01729662,61.91,,,,97.99636,0.33690425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211013,,10,15,6,ML3B-G,5,51.49,0.24914688,0.48,2.14,0.08003846,3.73,13.99,0.08434271,0.6,,,10.82,0.06212417,0.57,0.18,0.03931669,21.42,6.53,0.0615606,0.94,10.38,0.0442032,0.43,2.29,0.1261077,5.5,0.4,0.02609498,6.47,0.21,0.0079858,3.73,,,,98.45,0.41480354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211013,,10,15,6,StHs6/80-G,5,63.24398,0.64238155,1.02,0.70464,0.04295408,6.1,17.88048,0.13250644,0.74,,,4.26766,0.17602965,4.12,0.05602,0.05619913,100.32,1.94566,0.01431688,0.74,5.30262,0.07952372,1.5,4.34266,0.09474739,2.18,1.28534,0.03894949,3.03,0.15458,0.02875208,18.6,,,,99.18884,0.76448568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220114,,5,15,4,ATHO-G,3,75.58473333,0.18786432,0.25,0.26936667,0.01446732,5.37,12.57163333,0.13527458,1.08,,,3.1549,0.1198557,3.8,0.085,0.0314657,37.02,0.0892,0.02193923,24.6,1.76433333,0.02493157,1.41,3.95556667,0.0858875,2.17,2.78203333,0.01883357,0.68,0.00963333,0.0106688,110.75,,,,100.3046,0.11280332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220114,,5,15,4,GOR128-G,3,46.22663333,0.43015779,0.93,0.2521,0.07158659,28.4,10.05013333,0.14795098,1.47,,,9.7402,0.26563744,2.73,0.14846667,0.06123923,41.25,25.87443333,0.08631694,0.33,6.26206667,0.04455629,0.71,0.52146667,0.06348231,12.17,0.044,0.00331512,7.53,0.0359,0.00964365,26.86,,,,99.15756667,0.24475558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220114,,5,15,4,StHs6/80-G,3,63.87806667,0.46656192,0.73,0.7039,0.0544978,7.74,18.0163,0.3288266,1.83,,,4.3449,0.13960387,3.21,0.10923333,0.0534661,48.95,2.00893333,0.04352118,2.17,5.36426667,0.05339516,1,4.5409,0.17393542,3.83,1.363,0.06880959,5.05,0.15953333,0.00583981,3.66,,,,100.5078,0.95460587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220115,,10,15,6,ATHO-G,10,74.76,0.3,0.4,0.24,0.03,10.82,12.18,0.08,0.64,,,3.29,0.11,3.49,0.11,0.04,30.66,0.1,0.03,29.63,1.68,0.05,2.9,4.32,0.08,1.74,2.72,0.03,1.28,0.03,0.02,59.97,,,,99.44,0.26569084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220115,,10,15,6,ML3B-G,10,51.28,0.19,0.36,2.13,0.06,2.85,13.59,0.12,0.87,,,10.96,0.16,1.48,0.18,0.03,16.53,6.68,0.09,1.32,10.49,0.08,0.74,2.41,0.16,6.71,0.39,0.03,6.59,0.24,0.04,15.06,,,,98.35,0.44226663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220115,,10,15,6,StHs6/80-G,10,63.29,0.23,0.37,0.71,0.05,6.63,17.43,0.12,0.69,,,4.37,0.15,3.36,0.07,0.03,43,2,0.06,2.9,5.2,0.07,1.26,4.72,0.14,2.96,1.31,0.04,3,0.1,0.03,32.89,,,,99.19,0.43151814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221013,,10,15,6,ATHO-G,4,74.5333,0.84505291,1.13,0.2264,0.0142129,6.28,12.20265,0.1001278,0.82,,,3.1684,0.1764669,5.57,0.092475,0.07126604,77.07,0.0863,0.01920642,22.26,1.6767,0.05679595,3.39,4.1646,0.13262466,3.18,2.74745,0.02050049,0.75,0.003975,0.00580366,146,,,,98.94225,1.10078542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221013,,10,15,6,GOR132-G,5,45.51,0.2042559,0.45,0.3,0.03529925,11.59,10.95,0.1009071,0.92,,,10.15,0.0726715,0.72,0.17,0.04369523,25.54,21.93,0.14234752,0.65,8.39,0.06485355,0.77,0.77,0.04589537,5.99,0.03,0.01366437,39.38,0.03,0.01404891,41.66,,,,98.24,0.28435552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221013,,10,15,6,ML3B-G,4,51.4593,0.21912223,0.43,2.0905,0.04425035,2.12,13.652725,0.16157907,1.18,,,11.092575,0.08165384,0.74,0.143125,0.06670379,46.61,6.407375,0.06294375,0.98,10.333175,0.14502982,1.4,2.303375,0.06207293,2.69,0.376475,0.01463589,3.89,0.20915,0.01532503,7.33,,,,98.078575,0.38630836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221013,,10,15,6,StHs6/80-G,5,63.14358,0.05978848,0.09,0.68358,0.06916044,10.12,17.65646,0.15595487,0.88,,,4.32746,0.10903203,2.52,0.07104,0.05264165,74.1,1.94298,0.06442307,3.32,5.2233,0.07529917,1.44,4.56232,0.11950593,2.62,1.31174,0.04014378,3.06,0.12296,0.01109383,9.02,,,,99.05868,0.27349488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230115,,10,15,6,ATHO-G,18,74.98,0.29,0.39,0.25,0.02,8.77,12.25,0.07,0.61,,,3.25,0.14,4.17,0.09,0.03,32.13,0.09,0.04,40.62,1.69,0.06,3.42,4.2,0.23,5.54,2.73,0.06,2.08,0.03,0.03,98.68,,,,99.55,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230115,,10,15,6,ML3B-G,18,51.32,0.31,0.61,2.12,0.06,2.62,13.68,0.08,0.58,,,11.07,0.19,1.73,0.17,0.03,20.01,6.59,0.08,1.2,10.53,0.13,1.28,2.43,0.13,5.4,0.39,0.03,7.88,0.23,0.02,8.41,,,,98.53,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230115,,10,15,6,StHs6/80-G,18,63.19,0.2,0.31,0.7,0.04,5.75,17.6,0.13,0.74,,,4.44,0.15,3.4,0.08,0.03,40.86,1.95,0.06,3.21,5.27,0.08,1.47,4.67,0.26,5.65,1.32,0.04,2.74,0.14,0.04,24.88,,,,99.37,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230714,,10,15,6,ATHO-G,9,74.62143333,0.40012132,0.54,0.2451,0.03700902,15.1,12.19647778,0.06948791,0.57,,,3.1976,0.11950624,3.74,0.10542222,0.01440337,13.66,0.09084444,0.01846694,20.33,1.64147778,0.04893768,2.98,4.20641111,0.16343019,3.89,2.74856667,0.04960617,1.8,0.02245556,0.01677767,74.72,,,,99.07578889,0.57392189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230714,,10,15,6,ML3B-G,9,51.45867778,0.19510527,0.38,2.12277778,0.06647294,3.13,13.75967778,0.12175785,0.88,,,10.99925556,0.17270337,1.57,0.17512222,0.03699962,21.13,6.43527778,0.06796491,1.06,10.42713333,0.07638835,0.73,2.36645556,0.11419008,4.83,0.38923333,0.01996729,5.13,0.22973333,0.01922336,8.37,,,,98.36334444,0.38305455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230714,,10,15,6,StHs6/80-G,9,63.09921111,0.54699019,0.87,0.72798889,0.04217637,5.79,17.69905556,0.16945571,0.96,,,4.3408,0.14721629,3.39,0.08462222,0.03319668,39.23,1.90592222,0.0327548,1.72,5.28031111,0.07884623,1.49,4.562,0.10239397,2.24,1.30782222,0.03688119,2.82,0.13575556,0.01870161,13.78,,,,99.14348889,0.70855269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231017,,10,15,6,ATHO-G,10,74.9278,0.296,0.4,0.2472,0.0268,10.84,12.4458,0.181,1.45,,,3.2634,0.09,2.76,0.1047,0.0501,47.85,0.0924,0.0219,23.7,1.7055,0.0523,3.07,4.0848,0.246,6.02,2.7377,0.036,1.31,0.0193,0.0225,116.58,,,,99.6596,0.31411969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231017,,10,15,6,GOR132-G,10,45.3152,0.256,0.56,0.2948,0.0318,10.79,11.1489,0.2404,2.16,,,10.3713,0.1712,1.65,0.1538,0.0259,16.84,21.9068,0.1826,0.83,8.4169,0.0831,0.99,0.8061,0.0713,8.85,0.0392,0.0136,34.69,0.0273,0.0187,68.5,,,,98.4858,0.33922087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240117,,10,15,6,ATHO-G,9,74.44385556,0.68192621,0.92,0.25923333,0.03466089,13.37,12.38604444,0.04852554,0.39,,,3.26263333,0.06426817,1.97,0.10188889,0.0580716,57,0.09337778,0.00759552,8.13,1.70463333,0.04440693,2.61,4.08795556,0.10230339,2.5,2.7585,0.06196822,2.25,0.03745556,0.02035707,54.35,,,,99.174,0.68857114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240117,,10,15,6,GOR132-G,9,44.98918889,0.68588877,1.52,0.27395556,0.02942287,10.74,10.94523333,0.09071706,0.83,,,10.21355556,0.17898366,1.75,0.15963333,0.02519305,15.78,22.09285556,0.13385472,0.61,8.55203333,0.09112439,1.07,0.80868889,0.04027153,4.98,0.03863333,0.01276009,33.03,0.04011111,0.02404254,59.94,,,,98.12078889,0.78593097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
